born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
4,4,1,102-92-91-1,direct,1,1,1,0.00205393,0.965212,-0.963158,-0.0327344,1.96343,1.98728,0.00439684,2.51499,88745,43959,0.087918,1,0
4,4,39,84-66-65-39,direct,1,1,2,0.174873,0.950017,-0.775144,0.12489,1.77953,1.86321,0.011216,0.82277,68471,33873,0.067746,1,0
4,2,24,30-24,direct,1,1,2,0.210141,0.934722,-0.724581,0.144864,1.73065,1.81986,0.00309712,0.413394,17140,8400,0.0168,1,0
4,4,1,55-49-46-1,poisson,16,0.2,0,0.023153,0.908466,-0.885313,-0.0683814,1.88655,1.94442,0.0125974,1.74107,38707,305200,0.6104,1,0
4,1,105,105,poisson,16,0.2,1,0.280474,0.938621,-0.658147,0.219094,1.67256,1.80218,0.000935784,0.256821,54121,430080,0.86016,1,0
4,3,32,125-67-32,direct,1,1,2,0.231078,0.931424,-0.700345,0.162502,1.70809,1.80804,0.0033956,0.763061,85710,42519,0.085038,1,0
4,2,51,67-51,latency,16,0.2,0,0.264997,0.933512,-0.668515,0.198509,1.68028,1.80186,0.00380085,0.301786,41579,329104,0.658208,1,0
4,4,65,92-84-66-65,direct,1,1,2,0.18902,0.944697,-0.755677,0.133717,1.76076,1.84279,0.00375136,0.633022,83033,41114,0.082228,1,0
4,1,26,26,latency,16,0.2,1,0.19818,0.919012,-0.720832,0.117192,1.72482,1.80082,0.00525915,0.191237,13594,106496,0.212992,1,0
4,5,27,84-66-65-39-27,direct,1,1,0,0.117101,0.955972,-0.838871,0.0730731,1.84032,1.89071,0.00647127,0.824634,70643,34926,0.069852,1,0
4,6,1,105-78-55-49-46-1,direct,1,1,0,0,0.989683,-0.989683,-0.0103175,1.98971,1.99717,0.002002,0.0612072,89633,44355,0.08871,1,0
4,6,5,53-45-36-35-7-5,poisson,16,0.2,0,0.0828497,0.925926,-0.843076,0.00877566,1.8431,1.89514,0.0356674,0.507413,38839,305808,0.611616,1,0
4,1,36,36,poisson,16,0.2,1,0.229981,0.925452,-0.695471,0.155432,1.70258,1.79882,0.0037006,0.223507,18724,147456,0.294912,1,0
4,1,128,128,direct,1,1,0,0.290782,0.935916,-0.645134,0.226698,1.66068,1.79605,0.00328191,0.198591,65920,32768,0.065536,1,0
4,1,100,100,direct,1,1,1,0.290788,0.934229,-0.643441,0.225017,1.65877,1.79455,0.00316636,0.195416,51556,25600,0.0512,1,0
4,1,63,63,latency,16,0.2,2,0.265788,0.932069,-0.666281,0.197858,1.67799,1.79577,0.00132949,0.216233,32575,258048,0.516096,1,0
4,4,24,76-35-33-24,latency,16,0.2,0,0.240987,0.92565,-0.684664,0.166637,1.69289,1.80226,0.00874811,0.199563,48694,385008,0.770016,1,0
4,1,36,36,latency,16,0.2,1,0.225217,0.923104,-0.697887,0.148321,1.70435,1.79931,0.00599137,0.195431,18724,147456,0.294912,1,0
4,1,96,96,direct,1,1,2,0.282894,0.934798,-0.651904,0.217692,1.66619,1.79527,0.00126717,0.195129,49504,24576,0.049152,1,0
4,1,8,8,direct,1,1,2,0.235803,0.925198,-0.689395,0.161002,1.69705,1.79366,0.0017644,0.111752,4360,2048,0.004096,1,0
5,1,125,125,direct,1,1,0,0.286033,0.936006,-0.649973,0.22204,1.66485,1.79688,0.00205109,0.197501,64381,32000,0.064,1,0
5,5,65,104-92-84-66-65,direct,1,1,1,0.128471,0.95579,-0.827319,0.0842603,1.82926,1.88188,0.00245727,0.767235,108521,53754,0.107508,1,0
5,2,16,92-16,latency,16,0.2,0,0.248923,0.936772,-0.687849,0.185696,1.69803,1.80918,0.00201229,0.32977,50504,400384,0.800768,1,0
5,2,16,92-16,direct,1,1,0,0.245028,0.935607,-0.690579,0.180635,1.7002,1.81179,0.00414018,0.491663,50504,25024,0.050048,1,0
5,3,16,92-72-16,direct,1,1,0,0.208831,0.930605,-0.721774,0.139436,1.72741,1.81508,0.00500336,0.853546,63256,31328,0.062656,1,0
5,2,77,85-77,direct,1,1,1,0.266769,0.937154,-0.670385,0.203923,1.68279,1.80267,0.00031997,0.487659,57113,28305,0.05661,1,0
5,3,12,26-16-12,poisson,16,0.2,0,0.178259,0.921572,-0.743313,0.0998312,1.74617,1.82126,0.015899,0.175455,14880,116224,0.232448,1,0
5,1,65,65,direct,1,1,1,0.274502,0.932507,-0.658005,0.207009,1.67088,1.79478,0.00194292,0.185084,33601,16640,0.03328,1,0
5,1,8,8,latency,16,0.2,2,0.184067,0.920751,-0.736683,0.104818,1.73984,1.80307,0.00150333,0.12567,4360,32768,0.065536,1,0
5,3,1,55-46-1,direct,1,1,2,0.0496496,0.964286,-0.914636,0.0139353,1.91469,1.96068,0.0268249,1.00052,33771,16656,0.033312,1,0
